Температура (день),Давление (день),Облачность (день),Ветер (день),Температура (вечер),Давление (вечер),Облачность (вечер),Ветер (вечер)
29.0,750,Малооблачно,З 3м/с,23.0,751.0,Ясно,З 3м/с
28.0,751,Малооблачно,Ю 2м/с,18.0,751.0,Малооблачно,Ю 2м/с
29.0,751,Малооблачно,З 3м/с,24.0,750.0,Малооблачно,З 3м/с
30.0,747,Переменная облачность,Ю 2м/с,24.0,748.0,Пасмурно,Ю 2м/с
25.0,749,Пасмурно,Ш,24.0,749.0,Ясно,Ш
28.0,750,Переменная облачность,ЮВ 1м/с,24.0,750.0,Ясно,ЮВ 1м/с
31.0,750,Переменная облачность,ЮВ 2м/с,26.0,749.0,Ясно,ЮВ 2м/с
33.0,746,Ясно,В 2м/с,24.0,747.0,Ясно,В 2м/с
28.0,749,Переменная облачность,Ю 2м/с,20.0,749.0,Малооблачно,Ю 2м/с
19.0,748,Пасмурно,З 2м/с,18.0,747.0,Малооблачно,З 2м/с
28.0,746,Малооблачно,З 3м/с,18.0,746.0,Ясно,З 3м/с
23.0,747,Малооблачно,СЗ 3м/с,19.0,747.0,Малооблачно,СЗ 3м/с
19.0,749,Пасмурно,СЗ 3м/с,13.0,750.0,Малооблачно,СЗ 3м/с
20.0,752,Малооблачно,СЗ 3м/с,13.0,752.0,Ясно,СЗ 3м/с
26.0,747,Малооблачно,З 3м/с,18.0,747.0,Ясно,З 3м/с
24.0,750,Малооблачно,СЗ 3м/с,18.0,749.0,Переменная облачность,СЗ 3м/с
21.0,750,Малооблачно,С 2м/с,15.0,750.0,Малооблачно,С 2м/с
19.0,749,Малооблачно,СЗ 2м/с,11.0,749.0,Ясно,СЗ 2м/с
23.0,746,Малооблачно,З 2м/с,13.0,746.0,Ясно,З 2м/с
21.0,750,Переменная облачность,СЗ 2м/с,17.0,750.0,Ясно,СЗ 2м/с
28.0,749,Ясно,ЮЗ 2м/с,19.0,749.0,Ясно,ЮЗ 2м/с
32.0,747,Ясно,З 3м/с,28.0,746.0,Ясно,З 3м/с
32.0,746,Переменная облачность,ЮЗ 2м/с,28.0,746.0,Ясно,ЮЗ 2м/с
35.0,746,Переменная облачность,З 2м/с,29.0,744.0,Переменная облачность,З 2м/с
32.0,744,Переменная облачность,С 1м/с,24.0,745.0,Малооблачно,С 1м/с
33.0,745,Малооблачно,В 2м/с,25.0,746.0,Переменная облачность,В 2м/с
32.0,746,Малооблачно,В 3м/с,28.0,748.0,Малооблачно,В 3м/с
37.0,746,Малооблачно,ЮВ 3м/с,27.0,747.0,Пасмурно,ЮВ 3м/с
35.0,747,Малооблачно,В 2м/с,30.0,746.0,Малооблачно,В 2м/с
31.0,746,Ясно,З 3м/с,24.0,747.0,Ясно,З 3м/с
32.0,748,Ясно,СЗ 2м/с,26.0,748.0,Ясно,СЗ 2м/с
32.0,746,Ясно,СВ 2м/с,27.0,746.0,Ясно,СВ 2м/с
31.0,744,Малооблачно,С 2м/с,26.0,744.0,Ясно,С 2м/с
32.0,742,Ясно,В 2м/с,27.0,742.0,Ясно,В 2м/с
35.0,741,Ясно,З 2м/с,29.0,741.0,Пасмурно,З 2м/с
33.0,743,Малооблачно,З 3м/с,27.0,743.0,Малооблачно,З 3м/с
26.0,744,Переменная облачность,З 3м/с,21.0,746.0,Ясно,З 3м/с
24.0,744,Пасмурно,З 1м/с,17.0,745.0,Пасмурно,З 1м/с
26.0,747,Малооблачно,СЗ 3м/с,20.0,748.0,Переменная облачность,СЗ 3м/с
23.0,748,Малооблачно,СЗ 3м/с,17.0,750.0,Ясно,СЗ 3м/с
26.0,746,Малооблачно,З 2м/с,18.0,747.0,Малооблачно,З 2м/с
31.0,743,Малооблачно,З 3м/с,24.0,743.0,Переменная облачность,З 3м/с
24.0,742,Малооблачно,СЗ 4м/с,16.0,745.0,Малооблачно,СЗ 4м/с
19.0,748,Малооблачно,СЗ 2м/с,14.0,747.0,Ясно,СЗ 2м/с
25.0,741,Пасмурно,З 3м/с,20.0,743.0,Малооблачно,З 3м/с
26.0,746,Малооблачно,С 2м/с,21.0,746.0,Ясно,С 2м/с
35.0,741,Ясно,З 3м/с,31.0,740.0,Переменная облачность,З 3м/с
24.0,737,Пасмурно,ЮВ 1м/с,22.0,734.0,Переменная облачность,ЮВ 1м/с
17.0,734,Пасмурно,ЮЗ 3м/с,17.0,734.0,Малооблачно,ЮЗ 3м/с
23.0,740,Малооблачно,З 4м/с,18.0,743.0,Ясно,З 4м/с
25.0,746,Малооблачно,ЮЗ 3м/с,19.0,746.0,Пасмурно,ЮЗ 3м/с
23.0,746,Малооблачно,З 2м/с,20.0,745.0,Переменная облачность,З 2м/с
24.0,742,Пасмурно,СЗ 2м/с,17.0,743.0,Пасмурно,СЗ 2м/с
19.0,743,Пасмурно,СЗ 3м/с,17.0,744.0,Малооблачно,СЗ 3м/с
22.0,744,Переменная облачность,С 1м/с,18.0,745.0,Пасмурно,С 1м/с
22.0,746,Переменная облачность,СВ 2м/с,17.0,747.0,Ясно,СВ 2м/с
27.0,745,Ясно,З 2м/с,22.0,743.0,Ясно,З 2м/с
20.0,738,Переменная облачность,ЮЗ 2м/с,18.0,739.0,Переменная облачность,ЮЗ 2м/с
22.0,742,Переменная облачность,З 3м/с,17.0,744.0,Малооблачно,З 3м/с
22.0,745,Ясно,З 3м/с,19.0,745.0,Переменная облачность,З 3м/с
26.0,747,Малооблачно,З 2м/с,17.0,747.0,Ясно,З 2м/с
26.0,747,Малооблачно,СЗ 3м/с,19.0,748.0,Малооблачно,СЗ 3м/с
26.0,749,Малооблачно,СЗ 2м/с,20.0,748.0,Ясно,СЗ 2м/с
28.0,747,Малооблачно,СЗ 2м/с,22.0,747.0,Ясно,СЗ 2м/с
28.0,747,Ясно,З 2м/с,19.0,747.0,Ясно,З 2м/с
29.0,746,Малооблачно,Ю 1м/с,25.0,745.0,Ясно,Ю 1м/с
28.0,745,Малооблачно,С 2м/с,20.0,746.0,Ясно,С 2м/с
30.0,746,Малооблачно,З 3м/с,22.0,747.0,Малооблачно,З 3м/с
31.0,746,Переменная облачность,З 4м/с,25.0,744.0,Переменная облачность,З 4м/с
22.0,753,Ясно,С 3м/с,17.0,754.0,Ясно,С 3м/с
26.0,754,Малооблачно,З 2м/с,18.0,753.0,Малооблачно,З 2м/с
25.0,750,Малооблачно,СЗ 4м/с,18.0,750.0,Ясно,СЗ 4м/с
23.0,748,Переменная облачность,С 2м/с,18.0,748.0,Малооблачно,С 2м/с
21.0,749,Переменная облачность,СЗ 3м/с,16.0,750.0,Ясно,СЗ 3м/с
24.0,752,Малооблачно,С 2м/с,17.0,753.0,Ясно,С 2м/с
21.0,752,Переменная облачность,З 2м/с,18.0,751.0,Переменная облачность,З 2м/с
28.0,750,Малооблачно,С 2м/с,18.0,750.0,Ясно,С 2м/с
29.0,747,Малооблачно,СЗ 2м/с,23.0,748.0,Переменная облачность,СЗ 2м/с
26.0,749,Малооблачно,СЗ 4м/с,20.0,751.0,Ясно,СЗ 4м/с
24.0,753,Малооблачно,С 2м/с,20.0,755.0,Ясно,С 2м/с
27.0,754,Малооблачно,З 2м/с,19.0,753.0,Ясно,З 2м/с
29.0,747,Малооблачно,З 3м/с,19.0,747.0,Пасмурно,З 3м/с
24.0,746,Ясно,З 1м/с,14.0,746.0,Ясно,З 1м/с
17.0,744,Переменная облачность,Ш,15.0,743.0,Пасмурно,Ш
19.0,742,Пасмурно,СЗ 3м/с,13.0,743.0,Малооблачно,СЗ 3м/с
18.0,745,Пасмурно,З 3м/с,14.0,747.0,Пасмурно,З 3м/с
16.0,749,Малооблачно,СЗ 2м/с,12.0,749.0,Пасмурно,СЗ 2м/с
16.0,751,Малооблачно,СЗ 2м/с,13.0,752.0,Переменная облачность,СЗ 2м/с
22.0,753,Переменная облачность,СЗ 2м/с,17.0,754.0,Ясно,СЗ 2м/с
26.0,753,Переменная облачность,З 2м/с,14.0,752.0,Ясно,З 2м/с
20.0,749,Малооблачно,С 2м/с,13.0,751.0,Ясно,С 2м/с
16.0,752,Ясно,С 2м/с,11.0,753.0,Ясно,С 2м/с
20.0,749,Пасмурно,СЗ 3м/с,15.0,749.0,Пасмурно,СЗ 3м/с
14.0,751,Переменная облачность,В 2м/с,15.0,750.0,Пасмурно,В 2м/с
26.0,749,Малооблачно,ЮЗ 1м/с,16.0,750.0,Ясно,ЮЗ 1м/с
27.0,749,Малооблачно,З 2м/с,18.0,749.0,Малооблачно,З 2м/с
24.0,747,Пасмурно,З 2м/с,21.0,743.0,Малооблачно,З 2м/с
18.0,740,Пасмурно,З 5м/с,9.0,743.0,Пасмурно,З 5м/с
17.0,745,Переменная облачность,СЗ 2м/с,10.0,746.0,Малооблачно,СЗ 2м/с
17.0,746,Малооблачно,СЗ 2м/с,8.0,747.0,Ясно,СЗ 2м/с
19.0,746,Малооблачно,СЗ 3м/с,9.0,746.0,Ясно,СЗ 3м/с
19.0,747,Переменная облачность,С 1м/с,14.0,749.0,Ясно,С 1м/с
21.0,752,Переменная облачность,Ю 2м/с,18.0,752.0,Малооблачно,Ю 2м/с
26.0,749,Малооблачно,Ю 1м/с,18.0,749.0,Пасмурно,Ю 1м/с
26.0,748,Малооблачно,З 1м/с,23.0,748.0,Ясно,З 1м/с
34.0,743,Ясно,ЮЗ 2м/с,30.0,743.0,Ясно,ЮЗ 2м/с
21.0,749,Пасмурно,З 3м/с,15.0,749.0,Ясно,З 3м/с
22.0,752,Малооблачно,З 2м/с,16.0,753.0,Ясно,З 2м/с
19.0,753,Переменная облачность,З 2м/с,13.0,753.0,Малооблачно,З 2м/с
13.0,756,Переменная облачность,СЗ 3м/с,11.0,758.0,Малооблачно,СЗ 3м/с
17.0,760,Ясно,СВ 2м/с,11.0,761.0,Ясно,СВ 2м/с
,,Неизвестно,,10.0,761.0,Ясно,Ш
21.0,759,Ясно,В 1м/с,13.0,758.0,Ясно,В 1м/с
22.0,755,Малооблачно,СВ 1м/с,17.0,754.0,Малооблачно,СВ 1м/с
22.0,752,Малооблачно,З 2м/с,16.0,752.0,Ясно,З 2м/с
23.0,754,Ясно,СЗ 1м/с,15.0,755.0,Ясно,СЗ 1м/с
22.0,754,Малооблачно,З 1м/с,19.0,753.0,Пасмурно,З 1м/с
28.0,749,Малооблачно,З 3м/с,20.0,749.0,Ясно,З 3м/с
25.0,750,Переменная облачность,СЗ 2м/с,18.0,752.0,Ясно,СЗ 2м/с
23.0,754,Ясно,В 1м/с,18.0,754.0,Ясно,В 1м/с
26.0,755,Ясно,В 1м/с,20.0,755.0,Ясно,В 1м/с
27.0,756,Ясно,В 1м/с,22.0,756.0,Ясно,В 1м/с
27.0,757,Переменная облачность,З 2м/с,17.0,757.0,Ясно,З 2м/с
27.0,756,Ясно,СЗ 2м/с,18.0,756.0,Ясно,СЗ 2м/с
27.0,756,Ясно,З 1м/с,17.0,757.0,Ясно,З 1м/с
29.0,758,Ясно,З 1м/с,20.0,758.0,Ясно,З 1м/с
28.0,758,Ясно,ЮЗ 2м/с,23.0,758.0,Ясно,ЮЗ 2м/с
23.0,758,Ясно,Ю 3м/с,17.0,757.0,Ясно,Ю 3м/с
18.0,755,Переменная облачность,СЗ 2м/с,9.0,755.0,Пасмурно,СЗ 2м/с
13.0,752,Ясно,СЗ 1м/с,7.0,751.0,Ясно,СЗ 1м/с
9.0,743,Малооблачно,З 3м/с,9.0,744.0,Пасмурно,З 3м/с
11.0,736,Переменная облачность,З 3м/с,12.0,740.0,Переменная облачность,З 3м/с
11.0,755,Ясно,СЗ 2м/с,4.0,756.0,Ясно,СЗ 2м/с
17.0,752,Ясно,ЮЗ 3м/с,12.0,749.0,Ясно,ЮЗ 3м/с
19.0,742,Пасмурно,ЮЗ 3м/с,9.0,742.0,Пасмурно,ЮЗ 3м/с
3.0,743,Переменная облачность,С 2м/с,1.0,742.0,Пасмурно,С 2м/с
0.0,740,Пасмурно,З 4м/с,-1.0,743.0,Переменная облачность,З 4м/с
1.0,745,Пасмурно,ЮЗ 4м/с,0.0,745.0,Пасмурно,ЮЗ 4м/с
0.0,744,Переменная облачность,З 3м/с,0.0,745.0,Пасмурно,З 3м/с
1.0,748,Пасмурно,З 2м/с,-1.0,749.0,Пасмурно,З 2м/с
2.0,754,Пасмурно,З 4м/с,2.0,755.0,Переменная облачность,З 4м/с
3.0,758,Пасмурно,З 3м/с,3.0,758.0,Ясно,З 3м/с
9.0,759,Переменная облачность,З 3м/с,6.0,760.0,Ясно,З 3м/с
6.0,758,Переменная облачность,З 4м/с,5.0,757.0,Переменная облачность,З 4м/с
7.0,758,Пасмурно,СВ 1м/с,5.0,759.0,Ясно,СВ 1м/с
10.0,755,Переменная облачность,З 3м/с,7.0,753.0,Пасмурно,З 3м/с
11.0,749,Переменная облачность,З 3м/с,9.0,748.0,Пасмурно,З 3м/с
5.0,746,Пасмурно,З 2м/с,5.0,745.0,Пасмурно,З 2м/с
1.0,750,Пасмурно,С 2м/с,1.0,754.0,Переменная облачность,С 2м/с
1.0,758,Малооблачно,С 2м/с,-2.0,760.0,Ясно,С 2м/с
3.0,761,Ясно,Ю 1м/с,-2.0,761.0,Ясно,Ю 1м/с
3.0,758,Малооблачно,ЮВ 2м/с,3.0,755.0,Пасмурно,ЮВ 2м/с
0.0,752,Пасмурно,В 1м/с,0.0,752.0,Пасмурно,В 1м/с
1.0,749,Пасмурно,В 2м/с,2.0,749.0,Пасмурно,В 2м/с
3.0,746,Пасмурно,ЮЗ 3м/с,3.0,749.0,Пасмурно,ЮЗ 3м/с
7.0,746,Пасмурно,ЮЗ 2м/с,5.0,745.0,Переменная облачность,ЮЗ 2м/с
5.0,745,Переменная облачность,Ю 1м/с,4.0,743.0,Пасмурно,Ю 1м/с
3.0,746,Пасмурно,СЗ 3м/с,1.0,752.0,Переменная облачность,СЗ 3м/с
0.0,756,Переменная облачность,СЗ 2м/с,-1.0,757.0,Нет данных,СЗ 2м/с
-1.0,761,Нет данных,С 2м/с,-2.0,763.0,Нет данных,С 2м/с
0.0,755,Пасмурно,З 3м/с,1.0,754.0,Малооблачно,З 3м/с
3.0,744,Пасмурно,З 3м/с,3.0,744.0,Пасмурно,З 3м/с
4.0,738,Пасмурно,З 3м/с,5.0,737.0,Нет данных,З 3м/с
5.0,743,Пасмурно,СЗ 2м/с,4.0,745.0,Пасмурно,СЗ 2м/с
5.0,740,Пасмурно,З 2м/с,4.0,739.0,Пасмурно,З 2м/с
3.0,747,Пасмурно,СЗ 5м/с,3.0,751.0,Пасмурно,СЗ 5м/с
3.0,756,Малооблачно,З 2м/с,-1.0,756.0,Ясно,З 2м/с
2.0,753,Пасмурно,З 2м/с,2.0,752.0,Переменная облачность,З 2м/с
3.0,751,Пасмурно,Ю 1м/с,2.0,750.0,Переменная облачность,Ю 1м/с
2.0,746,Пасмурно,Ю 3м/с,1.0,743.0,Пасмурно,Ю 3м/с
0.0,736,Пасмурно,В 3м/с,1.0,735.0,Пасмурно,В 3м/с
0.0,738,Пасмурно,В 2м/с,0.0,740.0,Пасмурно,В 2м/с
-1.0,743,Пасмурно,В 2м/с,-3.0,745.0,Пасмурно,В 2м/с
-4.0,749,Пасмурно,С 1м/с,-5.0,750.0,Переменная облачность,С 1м/с
-3.0,748,Переменная облачность,В 2м/с,-4.0,748.0,Пасмурно,В 2м/с
-3.0,748,Переменная облачность,В 3м/с,-5.0,749.0,Пасмурно,В 3м/с
-6.0,752,Малооблачно,В 3м/с,-7.0,754.0,Переменная облачность,В 3м/с
-4.0,754,Малооблачно,В 1м/с,-5.0,755.0,Малооблачно,В 1м/с
-6.0,755,Пасмурно,Ю 1м/с,-6.0,755.0,Пасмурно,Ю 1м/с
-9.0,752,Пасмурно,В 4м/с,-9.0,750.0,Пасмурно,В 4м/с
3.0,741,Пасмурно,ЮЗ 3м/с,3.0,744.0,Нет данных,ЮЗ 3м/с
7.0,746,Пасмурно,ЮЗ 2м/с,8.0,746.0,Пасмурно,ЮЗ 2м/с
10.0,748,Пасмурно,ЮЗ 2м/с,10.0,749.0,Пасмурно,ЮЗ 2м/с
3.0,755,Пасмурно,СЗ 2м/с,2.0,756.0,Переменная облачность,СЗ 2м/с
1.0,752,Переменная облачность,В 2м/с,0.0,752.0,Пасмурно,В 2м/с
0.0,744,Пасмурно,В 4м/с,2.0,740.0,Пасмурно,В 4м/с
-4.0,746,Пасмурно,З 4м/с,-5.0,749.0,Переменная облачность,З 4м/с
-2.0,751,Ясно,З 3м/с,-3.0,752.0,Ясно,З 3м/с
2.0,754,Пасмурно,Ш,-2.0,755.0,Ясно,Ш
0.0,752,Малооблачно,В 2м/с,-1.0,750.0,Пасмурно,В 2м/с
-1.0,749,Пасмурно,В 1м/с,-1.0,746.0,Пасмурно,В 1м/с
1.0,749,Пасмурно,ЮВ 1м/с,0.0,750.0,Ясно,ЮВ 1м/с
-1.0,754,Малооблачно,СВ 2м/с,-2.0,756.0,Пасмурно,СВ 2м/с
-3.0,755,Пасмурно,З 2м/с,-2.0,753.0,Пасмурно,З 2м/с
-1.0,748,Пасмурно,ЮЗ 2м/с,-1.0,745.0,Пасмурно,ЮЗ 2м/с
2.0,745,Переменная облачность,З 3м/с,1.0,743.0,Пасмурно,З 3м/с
2.0,731,Пасмурно,З 4м/с,3.0,731.0,Пасмурно,З 4м/с
1.0,737,Пасмурно,СЗ 3м/с,1.0,741.0,Пасмурно,СЗ 3м/с
0.0,754,Малооблачно,СЗ 3м/с,-1.0,755.0,Малооблачно,СЗ 3м/с
2.0,753,Ясно,З 5м/с,1.0,752.0,Малооблачно,З 5м/с
-1.0,756,Пасмурно,З 2м/с,-2.0,755.0,Переменная облачность,З 2м/с
-2.0,753,Малооблачно,ЮЗ 2м/с,0.0,752.0,Пасмурно,ЮЗ 2м/с
1.0,744,Пасмурно,Ю 2м/с,-1.0,746.0,Пасмурно,Ю 2м/с
0.0,752,Пасмурно,З 2м/с,-4.0,753.0,Ясно,З 2м/с
-2.0,751,Пасмурно,ЮВ 2м/с,-3.0,749.0,Пасмурно,ЮВ 2м/с
-4.0,744,Пасмурно,СЗ 1м/с,-5.0,743.0,Пасмурно,СЗ 1м/с
-9.0,743,Переменная облачность,СЗ 3м/с,-10.0,746.0,Пасмурно,СЗ 3м/с
-10.0,752,Ясно,З 2м/с,-12.0,752.0,Пасмурно,З 2м/с
-16.0,754,Ясно,В 1м/с,-13.0,750.0,Пасмурно,В 1м/с
-6.0,743,Пасмурно,В 2м/с,-5.0,745.0,Пасмурно,В 2м/с
-1.0,746,Пасмурно,Ю 1м/с,-1.0,743.0,Пасмурно,Ю 1м/с
2.0,736,Пасмурно,Ш,,,Неизвестно,
2.0,741,Пасмурно,З 2м/с,2.0,742.0,Пасмурно,З 2м/с
1.0,730,Нет данных,В 1м/с,0.0,733.0,Нет данных,В 1м/с
-1.0,743,Пасмурно,СЗ 5м/с,-3.0,746.0,Пасмурно,СЗ 5м/с
-5.0,743,Пасмурно,ЮЗ 2м/с,-2.0,740.0,Пасмурно,ЮЗ 2м/с
1.0,736,Пасмурно,З 2м/с,-3.0,735.0,Пасмурно,З 2м/с
-4.0,745,Пасмурно,З 3м/с,-3.0,748.0,Пасмурно,З 3м/с
-6.0,752,Пасмурно,СЗ 3м/с,-8.0,754.0,Пасмурно,СЗ 3м/с
-11.0,757,Малооблачно,С 1м/с,-15.0,758.0,Пасмурно,С 1м/с
-16.0,759,Ясно,СВ 2м/с,-16.0,760.0,Ясно,СВ 2м/с
-16.0,762,Ясно,СВ 2м/с,-18.0,762.0,Ясно,СВ 2м/с
-19.0,760,Малооблачно,В 1м/с,-20.0,758.0,Малооблачно,В 1м/с
-12.0,745,Пасмурно,В 3м/с,-14.0,745.0,Пасмурно,В 3м/с
-17.0,752,Малооблачно,ЮВ 2м/с,-17.0,755.0,Малооблачно,ЮВ 2м/с
,,Неизвестно,,-15.0,758.0,Пасмурно,Ш
-16.0,756,Переменная облачность,В 4м/с,-17.0,755.0,Малооблачно,В 4м/с
-16.0,752,Пасмурно,В 3м/с,-14.0,751.0,Пасмурно,В 3м/с
-9.0,750,Пасмурно,В 3м/с,-7.0,749.0,Пасмурно,В 3м/с
-6.0,740,Пасмурно,В 5м/с,-3.0,737.0,Пасмурно,В 5м/с
,,Неизвестно,,-6.0,738.0,Пасмурно,Ш
-12.0,744,Переменная облачность,З 2м/с,-15.0,747.0,Ясно,З 2м/с
-17.0,755,Ясно,З 1м/с,-19.0,754.0,Ясно,З 1м/с
-11.0,747,Пасмурно,В 4м/с,-9.0,746.0,Пасмурно,В 4м/с
-6.0,747,Пасмурно,ЮВ 2м/с,-7.0,746.0,Пасмурно,ЮВ 2м/с
-5.0,749,Пасмурно,З 2м/с,-4.0,750.0,Переменная облачность,З 2м/с
-6.0,756,Ясно,СЗ 1м/с,-13.0,758.0,Ясно,СЗ 1м/с
-12.0,755,Ясно,В 4м/с,-8.0,753.0,Пасмурно,В 4м/с
-4.0,752,Пасмурно,ЮВ 3м/с,-4.0,751.0,Пасмурно,ЮВ 3м/с
-7.0,743,Пасмурно,В 3м/с,-5.0,742.0,Пасмурно,В 3м/с
